buyer_county,buyer_state,countyfips,count,dosage_unit,state,county,deaths,year,population,type,rate
LAURENS,SC,45059,56041,29932599,South Carolina,"Laurens County, SC",55,2014,66390,death_per_100k,82.8
LAURENS,SC,45059,56041,29932599,South Carolina,"Laurens County, SC",55,2014,66390,pills_per_person,450.9
LAVACA,TX,48285,19279,5958530,,,,2014,19438,death_per_100k,
LAVACA,TX,48285,19279,5958530,,,,2014,19438,pills_per_person,306.5
LAWRENCE,AL,01079,36769,15987740,,,,2014,33835,death_per_100k,
LAWRENCE,AL,01079,36769,15987740,,,,2014,33835,pills_per_person,472.5
LAWRENCE,AR,05075,22213,7861800,,,,2014,17163,death_per_100k,
LAWRENCE,AR,05075,22213,7861800,,,,2014,17163,pills_per_person,458.1
LAWRENCE,IL,17101,14049,6434470,Illinois,"Lawrence County, IL",11,2014,16726,death_per_100k,65.8
LAWRENCE,IL,17101,14049,6434470,Illinois,"Lawrence County, IL",11,2014,16726,pills_per_person,384.7
LAWRENCE,IN,18093,56849,34253680,Indiana,"Lawrence County, IN",47,2014,45970,death_per_100k,102.2
LAWRENCE,IN,18093,56849,34253680,Indiana,"Lawrence County, IN",47,2014,45970,pills_per_person,745.1
LAWRENCE,KY,21127,31910,14382660,Kentucky,"Lawrence County, KY",34,2014,15850,death_per_100k,214.5
LAWRENCE,KY,21127,31910,14382660,Kentucky,"Lawrence County, KY",34,2014,15850,pills_per_person,907.4
LAWRENCE,MO,29109,39403,13797050,Missouri,"Lawrence County, MO",28,2014,38306,death_per_100k,73.1
LAWRENCE,MO,29109,39403,13797050,Missouri,"Lawrence County, MO",28,2014,38306,pills_per_person,360.2
LAWRENCE,MS,28077,11547,5552400,,,,2014,12636,death_per_100k,
LAWRENCE,MS,28077,11547,5552400,,,,2014,12636,pills_per_person,439.4
LAWRENCE,OH,39087,67167,32197135,Ohio,"Lawrence County, OH",65,2014,62100,death_per_100k,104.7
LAWRENCE,OH,39087,67167,32197135,Ohio,"Lawrence County, OH",65,2014,62100,pills_per_person,518.5
LAWRENCE,PA,42073,109924,41602530,Pennsylvania,"Lawrence County, PA",99,2014,89859,death_per_100k,110.2
LAWRENCE,PA,42073,109924,41602530,Pennsylvania,"Lawrence County, PA",99,2014,89859,pills_per_person,463
LAWRENCE,SD,46081,23239,6420020,South Dakota,"Lawrence County, SD",14,2014,24478,death_per_100k,57.2
LAWRENCE,SD,46081,23239,6420020,South Dakota,"Lawrence County, SD",14,2014,24478,pills_per_person,262.3
LAWRENCE,TN,47099,60111,27479550,Tennessee,"Lawrence County, TN",62,2014,42084,death_per_100k,147.3
LAWRENCE,TN,47099,60111,27479550,Tennessee,"Lawrence County, TN",62,2014,42084,pills_per_person,653
LE FLORE,OK,40079,70412,27694780,Oklahoma,"Le Flore County, OK",68,2014,50048,death_per_100k,135.9
LE FLORE,OK,40079,70412,27694780,Oklahoma,"Le Flore County, OK",68,2014,50048,pills_per_person,553.4
LE SUEUR,MN,27079,7066,2049580,,,,2014,27717,death_per_100k,
LE SUEUR,MN,27079,7066,2049580,,,,2014,27717,pills_per_person,73.9
LEA,NM,35025,46394,21297864,New Mexico,"Lea County, NM",51,2014,66876,death_per_100k,76.3
LEA,NM,35025,46394,21297864,New Mexico,"Lea County, NM",51,2014,66876,pills_per_person,318.5
LEAKE,MS,28079,25927,7536630,,,,2014,23368,death_per_100k,
LEAKE,MS,28079,25927,7536630,,,,2014,23368,pills_per_person,322.5
LEAVENWORTH,KS,20103,48585,16782200,Kansas,"Leavenworth County, KS",61,2014,77687,death_per_100k,78.5
LEAVENWORTH,KS,20103,48585,16782200,Kansas,"Leavenworth County, KS",61,2014,77687,pills_per_person,216
LEBANON,PA,42075,90479,29588971,Pennsylvania,"Lebanon County, PA",28,2014,135184,death_per_100k,20.7
LEBANON,PA,42075,90479,29588971,Pennsylvania,"Lebanon County, PA",28,2014,135184,pills_per_person,218.9
LEE,AL,01081,79591,25571620,Alabama,"Lee County, AL",16,2014,147790,death_per_100k,10.8
LEE,AL,01081,79591,25571620,Alabama,"Lee County, AL",16,2014,147790,pills_per_person,173
LEE,AR,05077,8291,1910470,,,,2014,10151,death_per_100k,
LEE,AR,05077,8291,1910470,,,,2014,10151,pills_per_person,188.2
LEE,FL,12071,525592,223791345,Florida,"Lee County, FL",558,2014,647554,death_per_100k,86.2
LEE,FL,12071,525592,223791345,Florida,"Lee County, FL",558,2014,647554,pills_per_person,345.6
LEE,GA,13177,11096,2890890,Georgia,"Lee County, GA",14,2014,28805,death_per_100k,48.6
LEE,GA,13177,11096,2890890,Georgia,"Lee County, GA",14,2014,28805,pills_per_person,100.4
LEE,IA,19111,38239,15348960,Iowa,"Lee County, IA",15,2014,35552,death_per_100k,42.2
LEE,IA,19111,38239,15348960,Iowa,"Lee County, IA",15,2014,35552,pills_per_person,431.7
LEE,IL,17103,20123,6195780,Illinois,"Lee County, IL",21,2014,35248,death_per_100k,59.6
LEE,IL,17103,20123,6195780,Illinois,"Lee County, IL",21,2014,35248,pills_per_person,175.8
LEE,KY,21129,14584,9397230,Kentucky,"Lee County, KY",21,2014,7681,death_per_100k,273.4
LEE,KY,21129,14584,9397230,Kentucky,"Lee County, KY",21,2014,7681,pills_per_person,1223.4
LEE,MS,28081,109779,36186042,Mississippi,"Lee County, MS",30,2014,84588,death_per_100k,35.5
LEE,MS,28081,109779,36186042,Mississippi,"Lee County, MS",30,2014,84588,pills_per_person,427.8
LEE,NC,37105,60045,29776480,North Carolina,"Lee County, NC",46,2014,59096,death_per_100k,77.8
LEE,NC,37105,60045,29776480,North Carolina,"Lee County, NC",46,2014,59096,pills_per_person,503.9
LEE,SC,45061,9641,4294530,,,,2014,18708,death_per_100k,
LEE,SC,45061,9641,4294530,,,,2014,18708,pills_per_person,229.6
LEE,TX,48287,9882,3481140,,,,2014,16617,death_per_100k,
LEE,TX,48287,9882,3481140,,,,2014,16617,pills_per_person,209.5
LEE,VA,51105,32755,19027199,Virginia,"Lee County, VA",34,2014,25380,death_per_100k,134
LEE,VA,51105,32755,19027199,Virginia,"Lee County, VA",34,2014,25380,pills_per_person,749.7
LEELANAU,MI,26089,8434,2244880,,,,2014,21739,death_per_100k,
LEELANAU,MI,26089,8434,2244880,,,,2014,21739,pills_per_person,103.3
LEFLORE,MS,28083,24278,9511130,,,,2014,31772,death_per_100k,
LEFLORE,MS,28083,24278,9511130,,,,2014,31772,pills_per_person,299.4
LEHIGH,PA,42077,180761,75207249.8,Pennsylvania,"Lehigh County, PA",119,2014,354537,death_per_100k,33.6
LEHIGH,PA,42077,180761,75207249.8,Pennsylvania,"Lehigh County, PA",119,2014,354537,pills_per_person,212.1
LEMHI,ID,16059,6689,3706100,,,,2014,7828,death_per_100k,
LEMHI,ID,16059,6689,3706100,,,,2014,7828,pills_per_person,473.4
LENAWEE,MI,26091,87562,36652480,Michigan,"Lenawee County, MI",28,2014,99257,death_per_100k,28.2
LENAWEE,MI,26091,87562,36652480,Michigan,"Lenawee County, MI",28,2014,99257,pills_per_person,369.3
LENOIR,NC,37107,67606,34505400,North Carolina,"Lenoir County, NC",23,2014,59095,death_per_100k,38.9
LENOIR,NC,37107,67606,34505400,North Carolina,"Lenoir County, NC",23,2014,59095,pills_per_person,583.9
LEON,FL,12073,177278,62941184,Florida,"Leon County, FL",56,2014,280882,death_per_100k,19.9
LEON,FL,12073,177278,62941184,Florida,"Leon County, FL",56,2014,280882,pills_per_person,224.1
LEON,TX,48289,10011,3338140,,,,2014,16784,death_per_100k,
LEON,TX,48289,10011,3338140,,,,2014,16784,pills_per_person,198.9
LESLIE,KY,21131,15831,12121568,Kentucky,"Leslie County, KY",34,2014,11128,death_per_100k,305.5
LESLIE,KY,21131,15831,12121568,Kentucky,"Leslie County, KY",34,2014,11128,pills_per_person,1089.3
LETCHER,KY,21133,39371,18588290,Kentucky,"Letcher County, KY",51,2014,23965,death_per_100k,212.8
LETCHER,KY,21133,39371,18588290,Kentucky,"Letcher County, KY",51,2014,23965,pills_per_person,775.6
LEVY,FL,12075,51034,21379706,Florida,"Levy County, FL",42,2014,40057,death_per_100k,104.9
LEVY,FL,12075,51034,21379706,Florida,"Levy County, FL",42,2014,40057,pills_per_person,533.7
LEWIS,ID,16061,4899,3100940,,,,2014,3822,death_per_100k,
LEWIS,ID,16061,4899,3100940,,,,2014,3822,pills_per_person,811.3
LEWIS,KY,21135,13289,4679700,Kentucky,"Lewis County, KY",16,2014,13848,death_per_100k,115.5
LEWIS,KY,21135,13289,4679700,Kentucky,"Lewis County, KY",16,2014,13848,pills_per_person,337.9
LEWIS,MO,29111,6092,2825220,,,,2014,10176,death_per_100k,
LEWIS,MO,29111,6092,2825220,,,,2014,10176,pills_per_person,277.6
LEWIS,NY,36049,14761,4365860,New York,"Lewis County, NY",13,2014,27164,death_per_100k,47.9
LEWIS,NY,36049,14761,4365860,New York,"Lewis County, NY",13,2014,27164,pills_per_person,160.7
LEWIS,TN,47101,18955,7280200,Tennessee,"Lewis County, TN",12,2014,12010,death_per_100k,99.9
LEWIS,TN,47101,18955,7280200,Tennessee,"Lewis County, TN",12,2014,12010,pills_per_person,606.2
LEWIS,WA,53041,82674,42276310,Washington,"Lewis County, WA",74,2014,75382,death_per_100k,98.2
LEWIS,WA,53041,82674,42276310,Washington,"Lewis County, WA",74,2014,75382,pills_per_person,560.8
LEWIS,WV,54041,23713,8349850,West Virginia,"Lewis County, WV",12,2014,16412,death_per_100k,73.1
LEWIS,WV,54041,23713,8349850,West Virginia,"Lewis County, WV",12,2014,16412,pills_per_person,508.8
LEWIS AND CLARK,MT,30049,62767,20506730,Montana,"Lewis and Clark County, MT",38,2014,64772,death_per_100k,58.7
LEWIS AND CLARK,MT,30049,62767,20506730,Montana,"Lewis and Clark County, MT",38,2014,64772,pills_per_person,316.6
LEXINGTON,SC,45063,242073,79310185,South Carolina,"Lexington County, SC",93,2014,270263,death_per_100k,34.4
LEXINGTON,SC,45063,242073,79310185,South Carolina,"Lexington County, SC",93,2014,270263,pills_per_person,293.5
LEXINGTON CITY,VA,51678,21346,7203030,,,,2014,7114,death_per_100k,
LEXINGTON CITY,VA,51678,21346,7203030,,,,2014,7114,pills_per_person,1012.5
LIBERTY,FL,12077,2703,1045490,,,,2014,8302,death_per_100k,
LIBERTY,FL,12077,2703,1045490,,,,2014,8302,pills_per_person,125.9
LIBERTY,GA,13179,29456,9677690,Georgia,"Liberty County, GA",16,2014,64489,death_per_100k,24.8
LIBERTY,GA,13179,29456,9677690,Georgia,"Liberty County, GA",16,2014,64489,pills_per_person,150.1
LIBERTY,MT,30051,708,187520,,,,2014,2235,death_per_100k,
LIBERTY,MT,30051,708,187520,,,,2014,2235,pills_per_person,83.9
LIBERTY,TX,48291,64400,42208550,Texas,"Liberty County, TX",52,2014,76707,death_per_100k,67.8
LIBERTY,TX,48291,64400,42208550,Texas,"Liberty County, TX",52,2014,76707,pills_per_person,550.3
LICKING,OH,39089,110901,49559460,Ohio,"Licking County, OH",90,2014,167911,death_per_100k,53.6
LICKING,OH,39089,110901,49559460,Ohio,"Licking County, OH",90,2014,167911,pills_per_person,295.2
LIMESTONE,AL,01083,59285,28606140,Alabama,"Limestone County, AL",18,2014,87167,death_per_100k,20.7
LIMESTONE,AL,01083,59285,28606140,Alabama,"Limestone County, AL",18,2014,87167,pills_per_person,328.2
LIMESTONE,TX,48293,26112,10037390,,,,2014,23531,death_per_100k,
LIMESTONE,TX,48293,26112,10037390,,,,2014,23531,pills_per_person,426.6
LINCOLN,AR,05079,9744,2039090,,,,2014,14113,death_per_100k,
LINCOLN,AR,05079,9744,2039090,,,,2014,14113,pills_per_person,144.5
LINCOLN,CO,08073,6011,2040700,,,,2014,5462,death_per_100k,
LINCOLN,CO,08073,6011,2040700,,,,2014,5462,pills_per_person,373.6
LINCOLN,GA,13181,3972,2739866,,,,2014,7800,death_per_100k,
LINCOLN,GA,13181,3972,2739866,,,,2014,7800,pills_per_person,351.3
LINCOLN,ID,16063,7,395,,,,2014,5246,death_per_100k,
LINCOLN,ID,16063,7,395,,,,2014,5246,pills_per_person,0.1
LINCOLN,KS,20105,2795,897680,,,,2014,3180,death_per_100k,
LINCOLN,KS,20105,2795,897680,,,,2014,3180,pills_per_person,282.3
LINCOLN,KY,21137,25208,9633140,Kentucky,"Lincoln County, KY",35,2014,24546,death_per_100k,142.6
LINCOLN,KY,21137,25208,9633140,Kentucky,"Lincoln County, KY",35,2014,24546,pills_per_person,392.5
LINCOLN,LA,22061,34846,11109730,,,,2014,47243,death_per_100k,
LINCOLN,LA,22061,34846,11109730,,,,2014,47243,pills_per_person,235.2
LINCOLN,ME,23015,23016,10914200,Maine,"Lincoln County, ME",21,2014,34237,death_per_100k,61.3
LINCOLN,ME,23015,23016,10914200,Maine,"Lincoln County, ME",21,2014,34237,pills_per_person,318.8
LINCOLN,MN,27081,3019,820130,,,,2014,5821,death_per_100k,
LINCOLN,MN,27081,3019,820130,,,,2014,5821,pills_per_person,140.9
LINCOLN,MO,29113,42329,15574748,Missouri,"Lincoln County, MO",46,2014,53458,death_per_100k,86
LINCOLN,MO,29113,42329,15574748,Missouri,"Lincoln County, MO",46,2014,53458,pills_per_person,291.3
LINCOLN,MS,28085,40429,13870250,Mississippi,"Lincoln County, MS",18,2014,34824,death_per_100k,51.7
LINCOLN,MS,28085,40429,13870250,Mississippi,"Lincoln County, MS",18,2014,34824,pills_per_person,398.3
LINCOLN,MT,30053,29120,11102120,Montana,"Lincoln County, MT",11,2014,19455,death_per_100k,56.5
LINCOLN,MT,30053,29120,11102120,Montana,"Lincoln County, MT",11,2014,19455,pills_per_person,570.7
LINCOLN,NC,37109,82013,31936550,North Carolina,"Lincoln County, NC",93,2014,79041,death_per_100k,117.7
LINCOLN,NC,37109,82013,31936550,North Carolina,"Lincoln County, NC",93,2014,79041,pills_per_person,404.1
LINCOLN,NE,31111,36767,12654280,,,,2014,36054,death_per_100k,
LINCOLN,NE,31111,36767,12654280,,,,2014,36054,pills_per_person,351
LINCOLN,NM,35027,22041,9640060,New Mexico,"Lincoln County, NM",30,2014,20162,death_per_100k,148.8
LINCOLN,NM,35027,22041,9640060,New Mexico,"Lincoln County, NM",30,2014,20162,pills_per_person,478.1
LINCOLN,NV,32017,6297,2174250,,,,2014,5282,death_per_100k,
LINCOLN,NV,32017,6297,2174250,,,,2014,5282,pills_per_person,411.6
LINCOLN,OK,40081,33482,12243750,Oklahoma,"Lincoln County, OK",35,2014,34366,death_per_100k,101.8
LINCOLN,OK,40081,33482,12243750,Oklahoma,"Lincoln County, OK",35,2014,34366,pills_per_person,356.3
LINCOLN,OR,41041,67892,33005880,Oregon,"Lincoln County, OR",61,2014,46138,death_per_100k,132.2
LINCOLN,OR,41041,67892,33005880,Oregon,"Lincoln County, OR",61,2014,46138,pills_per_person,715.4
LINCOLN,SD,46083,15108,4002050,,,,2014,48326,death_per_100k,
LINCOLN,SD,46083,15108,4002050,,,,2014,48326,pills_per_person,82.8
LINCOLN,TN,47103,37395,16287600,Tennessee,"Lincoln County, TN",27,2014,33498,death_per_100k,80.6
LINCOLN,TN,47103,37395,16287600,Tennessee,"Lincoln County, TN",27,2014,33498,pills_per_person,486.2
LINCOLN,WA,53043,11403,4407260,Washington,"Lincoln County, WA",10,2014,10409,death_per_100k,96.1
LINCOLN,WA,53043,11403,4407260,Washington,"Lincoln County, WA",10,2014,10409,pills_per_person,423.4
LINCOLN,WI,55069,26541,8045400,,,,2014,28566,death_per_100k,
LINCOLN,WI,55069,26541,8045400,,,,2014,28566,pills_per_person,281.6
LINCOLN,WV,54043,27322,12306370,West Virginia,"Lincoln County, WV",65,2014,21599,death_per_100k,300.9
LINCOLN,WV,54043,27322,12306370,West Virginia,"Lincoln County, WV",65,2014,21599,pills_per_person,569.8
LINCOLN,WY,56023,19369,5354860,,,,2014,18180,death_per_100k,
LINCOLN,WY,56023,19369,5354860,,,,2014,18180,pills_per_person,294.5
LINN,IA,19113,136397,45083123.5,Iowa,"Linn County, IA",114,2014,214927,death_per_100k,53
LINN,IA,19113,136397,45083123.5,Iowa,"Linn County, IA",114,2014,214927,pills_per_person,209.8
LINN,KS,20107,8332,2606695,,,,2014,9551,death_per_100k,
LINN,KS,20107,8332,2606695,,,,2014,9551,pills_per_person,272.9
LINN,MO,29115,14446,4626280,,,,2014,12494,death_per_100k,
LINN,MO,29115,14446,4626280,,,,2014,12494,pills_per_person,370.3
LINN,OR,41043,126553,54685275,Oregon,"Linn County, OR",107,2014,118270,death_per_100k,90.5
LINN,OR,41043,126553,54685275,Oregon,"Linn County, OR",107,2014,118270,pills_per_person,462.4
LIPSCOMB,TX,48295,83,10700,,,,2014,3418,death_per_100k,
LIPSCOMB,TX,48295,83,10700,,,,2014,3418,pills_per_person,3.1
LITCHFIELD,CT,09005,163792,53917898,Connecticut,"Litchfield County, CT",172,2014,187542,death_per_100k,91.7
LITCHFIELD,CT,09005,163792,53917898,Connecticut,"Litchfield County, CT",172,2014,187542,pills_per_person,287.5
LITTLE RIVER,AR,05081,20127,5973320,,,,2014,12852,death_per_100k,
LITTLE RIVER,AR,05081,20127,5973320,,,,2014,12852,pills_per_person,464.8
LIVE OAK,TX,48297,4191,1620610,,,,2014,11738,death_per_100k,
LIVE OAK,TX,48297,4191,1620610,,,,2014,11738,pills_per_person,138.1
LIVINGSTON,IL,17105,32479,10821030,Illinois,"Livingston County, IL",39,2014,38476,death_per_100k,101.4
LIVINGSTON,IL,17105,32479,10821030,Illinois,"Livingston County, IL",39,2014,38476,pills_per_person,281.2
LIVINGSTON,KY,21139,14058,7251790,,,,2014,9443,death_per_100k,
LIVINGSTON,KY,21139,14058,7251790,,,,2014,9443,pills_per_person,768
LIVINGSTON,LA,22063,136997,70058710,Louisiana,"Livingston Parish, LA",26,2014,132160,death_per_100k,19.7
LIVINGSTON,LA,22063,136997,70058710,Louisiana,"Livingston Parish, LA",26,2014,132160,pills_per_person,530.1
LIVINGSTON,MI,26093,127779,44924430,Michigan,"Livingston County, MI",173,2014,183264,death_per_100k,94.4
LIVINGSTON,MI,26093,127779,44924430,Michigan,"Livingston County, MI",173,2014,183264,pills_per_person,245.1
LIVINGSTON,MO,29117,24889,8713110,Missouri,"Livingston County, MO",11,2014,15034,death_per_100k,73.2
LIVINGSTON,MO,29117,24889,8713110,Missouri,"Livingston County, MO",11,2014,15034,pills_per_person,579.6
LIVINGSTON,NY,36051,42222,15261300,New York,"Livingston County, NY",32,2014,64867,death_per_100k,49.3
LIVINGSTON,NY,36051,42222,15261300,New York,"Livingston County, NY",32,2014,64867,pills_per_person,235.3
LLANO,TX,48299,15906,7256920,,,,2014,19272,death_per_100k,
LLANO,TX,48299,15906,7256920,,,,2014,19272,pills_per_person,376.6
LOGAN,AR,05083,28366,10116300,Arkansas,"Logan County, AR",23,2014,22129,death_per_100k,103.9
LOGAN,AR,05083,28366,10116300,Arkansas,"Logan County, AR",23,2014,22129,pills_per_person,457.2
LOGAN,CO,08075,17367,6421530,,,,2014,22604,death_per_100k,
LOGAN,CO,08075,17367,6421530,,,,2014,22604,pills_per_person,284.1
LOGAN,IL,17107,20493,8597090,Illinois,"Logan County, IL",14,2014,30047,death_per_100k,46.6
LOGAN,IL,17107,20493,8597090,Illinois,"Logan County, IL",14,2014,30047,pills_per_person,286.1
LOGAN,KS,20109,2267,588600,,,,2014,2783,death_per_100k,
LOGAN,KS,20109,2267,588600,,,,2014,2783,pills_per_person,211.5
LOGAN,KY,21141,27051,9931820,Kentucky,"Logan County, KY",12,2014,26844,death_per_100k,44.7
LOGAN,KY,21141,27051,9931820,Kentucky,"Logan County, KY",12,2014,26844,pills_per_person,370
LOGAN,ND,38047,889,224100,,,,2014,1955,death_per_100k,
LOGAN,ND,38047,889,224100,,,,2014,1955,pills_per_person,114.6
LOGAN,OH,39091,37731,15981270,Ohio,"Logan County, OH",34,2014,45564,death_per_100k,74.6
LOGAN,OH,39091,37731,15981270,Ohio,"Logan County, OH",34,2014,45564,pills_per_person,350.7
LOGAN,OK,40083,29706,10058120,Oklahoma,"Logan County, OK",36,2014,43700,death_per_100k,82.4
LOGAN,OK,40083,29706,10058120,Oklahoma,"Logan County, OK",36,2014,43700,pills_per_person,230.2
LOGAN,WV,54045,81528,56855500,West Virginia,"Logan County, WV",140,2014,36169,death_per_100k,387.1
LOGAN,WV,54045,81528,56855500,West Virginia,"Logan County, WV",140,2014,36169,pills_per_person,1571.9
LOIZA,PR,,1796,606810,,,,,,death_per_100k,
LOIZA,PR,,1796,606810,,,,,,pills_per_person,
LONG,GA,13183,2974,983490,,,,2014,15967,death_per_100k,
LONG,GA,13183,2974,983490,,,,2014,15967,pills_per_person,61.6
LONOKE,AR,05085,73366,22208900,Arkansas,"Lonoke County, AR",45,2014,70118,death_per_100k,64.2
LONOKE,AR,05085,73366,22208900,Arkansas,"Lonoke County, AR",45,2014,70118,pills_per_person,316.7
LORAIN,OH,39093,198052,90850988,Ohio,"Lorain County, OH",221,2014,302465,death_per_100k,73.1
LORAIN,OH,39093,198052,90850988,Ohio,"Lorain County, OH",221,2014,302465,pills_per_person,300.4
LOS ALAMOS,NM,35028,15441,4649510,New Mexico,"Los Alamos County, NM",14,2014,17974,death_per_100k,77.9
LOS ALAMOS,NM,35028,15441,4649510,New Mexico,"Los Alamos County, NM",14,2014,17974,pills_per_person,258.7
LOS ANGELES,CA,06037,3621462,1712000643.1,California,"Los Angeles County, CA",2334,2014,9974203,death_per_100k,23.4
LOS ANGELES,CA,06037,3621462,1712000643.1,California,"Los Angeles County, CA",2334,2014,9974203,pills_per_person,171.6
LOUDON,TN,47105,56051,23478980,Tennessee,"Loudon County, TN",58,2014,49749,death_per_100k,116.6
LOUDON,TN,47105,56051,23478980,Tennessee,"Loudon County, TN",58,2014,49749,pills_per_person,471.9
LOUDOUN,VA,51107,138674,44013501,Virginia,"Loudoun County, VA",97,2014,338916,death_per_100k,28.6
LOUDOUN,VA,51107,138674,44013501,Virginia,"Loudoun County, VA",97,2014,338916,pills_per_person,129.9
LOUISA,IA,19115,3662,771160,,,,2014,11305,death_per_100k,
LOUISA,IA,19115,3662,771160,,,,2014,11305,pills_per_person,68.2
LOUISA,VA,51109,13505,7178410,Virginia,"Louisa County, VA",19,2014,33743,death_per_100k,56.3
LOUISA,VA,51109,13505,7178410,Virginia,"Louisa County, VA",19,2014,33743,pills_per_person,212.7
LOVE,OK,40085,7545,3291820,Oklahoma,"Love County, OK",12,2014,9574,death_per_100k,125.3
LOVE,OK,40085,7545,3291820,Oklahoma,"Love County, OK",12,2014,9574,pills_per_person,343.8
LOWNDES,AL,01085,2519,1170750,,,,2014,10918,death_per_100k,
LOWNDES,AL,01085,2519,1170750,,,,2014,10918,pills_per_person,107.2
LOWNDES,GA,13185,122240,42203152.5,Georgia,"Lowndes County, GA",27,2014,112515,death_per_100k,24
LOWNDES,GA,13185,122240,42203152.5,Georgia,"Lowndes County, GA",27,2014,112515,pills_per_person,375.1
LOWNDES,MS,28087,49047,21741110,Mississippi,"Lowndes County, MS",10,2014,59736,death_per_100k,16.7
LOWNDES,MS,28087,49047,21741110,Mississippi,"Lowndes County, MS",10,2014,59736,pills_per_person,364
LUBBOCK,TX,48303,205795,102425933,Texas,"Lubbock County, TX",70,2014,286747,death_per_100k,24.4
LUBBOCK,TX,48303,205795,102425933,Texas,"Lubbock County, TX",70,2014,286747,pills_per_person,357.2
LUCAS,IA,19117,9665,2852970,,,,2014,8785,death_per_100k,
LUCAS,IA,19117,9665,2852970,,,,2014,8785,pills_per_person,324.8
LUCAS,OH,39095,418753,212952554,Ohio,"Lucas County, OH",359,2014,438167,death_per_100k,81.9
LUCAS,OH,39095,418753,212952554,Ohio,"Lucas County, OH",359,2014,438167,pills_per_person,486
LUCE,MI,26095,12233,4168390,,,,2014,6512,death_per_100k,
LUCE,MI,26095,12233,4168390,,,,2014,6512,pills_per_person,640.1
LUMPKIN,GA,13187,20943,6619650,Georgia,"Lumpkin County, GA",22,2014,30719,death_per_100k,71.6
LUMPKIN,GA,13187,20943,6619650,Georgia,"Lumpkin County, GA",22,2014,30719,pills_per_person,215.5
LUNA,NM,35029,19996,8202420,New Mexico,"Luna County, NM",14,2014,24947,death_per_100k,56.1
LUNA,NM,35029,19996,8202420,New Mexico,"Luna County, NM",14,2014,24947,pills_per_person,328.8
LUNENBURG,VA,51111,6450,2080630,,,,2014,12667,death_per_100k,
LUNENBURG,VA,51111,6450,2080630,,,,2014,12667,pills_per_person,164.3
LUQUILLO,PR,,1180,378150,,,,,,death_per_100k,
LUQUILLO,PR,,1180,378150,,,,,,pills_per_person,
LUZERNE,PA,42079,313980,120655561,Pennsylvania,"Luzerne County, PA",50,2014,320392,death_per_100k,15.6
LUZERNE,PA,42079,313980,120655561,Pennsylvania,"Luzerne County, PA",50,2014,320392,pills_per_person,376.6
LYCOMING,PA,42081,108789,37139600,Pennsylvania,"Lycoming County, PA",33,2014,116676,death_per_100k,28.3
LYCOMING,PA,42081,108789,37139600,Pennsylvania,"Lycoming County, PA",33,2014,116676,pills_per_person,318.3
LYMAN,SD,46085,713,168400,,,,2014,3831,death_per_100k,
LYMAN,SD,46085,713,168400,,,,2014,3831,pills_per_person,44
LYNCHBURG CITY,VA,51680,91778,37465765,Virginia,"Lynchburg city, VA",28,2014,77626,death_per_100k,36.1
LYNCHBURG CITY,VA,51680,91778,37465765,Virginia,"Lynchburg city, VA",28,2014,77626,pills_per_person,482.6
LYNN,TX,48305,1655,472800,,,,2014,5806,death_per_100k,
LYNN,TX,48305,1655,472800,,,,2014,5806,pills_per_person,81.4
LYON,IA,19119,6075,1883190,,,,2014,11680,death_per_100k,
LYON,IA,19119,6075,1883190,,,,2014,11680,pills_per_person,161.2
LYON,KS,20111,27152,9095430,Kansas,"Lyon County, KS",10,2014,33510,death_per_100k,29.8
LYON,KS,20111,27152,9095430,Kansas,"Lyon County, KS",10,2014,33510,pills_per_person,271.4
LYON,KY,21143,10858,4600410,,,,2014,8415,death_per_100k,
LYON,KY,21143,10858,4600410,,,,2014,8415,pills_per_person,546.7
LYON,MN,27083,17982,4062160,,,,2014,25724,death_per_100k,
LYON,MN,27083,17982,4062160,,,,2014,25724,pills_per_person,157.9
LYON,NV,32019,48308,21242088,Nevada,"Lyon County, NV",44,2014,51579,death_per_100k,85.3
LYON,NV,32019,48308,21242088,Nevada,"Lyon County, NV",44,2014,51579,pills_per_person,411.8
MACKINAC,MI,26097,11059,3657980,,,,2014,11080,death_per_100k,
MACKINAC,MI,26097,11059,3657980,,,,2014,11080,pills_per_person,330.1
MACOMB,MI,26099,838412,387759466,Michigan,"Macomb County, MI",994,2014,849344,death_per_100k,117
MACOMB,MI,26099,838412,387759466,Michigan,"Macomb County, MI",994,2014,849344,pills_per_person,456.5
MACON,AL,01087,9280,3920460,,,,2014,20505,death_per_100k,
MACON,AL,01087,9280,3920460,,,,2014,20505,pills_per_person,191.2
MACON,GA,13193,11031,5122110,,,,2014,14232,death_per_100k,
MACON,GA,13193,11031,5122110,,,,2014,14232,pills_per_person,359.9
MACON,IL,17115,94699,36440224,Illinois,"Macon County, IL",49,2014,109833,death_per_100k,44.6
MACON,IL,17115,94699,36440224,Illinois,"Macon County, IL",49,2014,109833,pills_per_person,331.8
MACON,MO,29121,14866,4793890,,,,2014,15527,death_per_100k,
MACON,MO,29121,14866,4793890,,,,2014,15527,pills_per_person,308.7
MACON,NC,37113,41771,13261310,North Carolina,"Macon County, NC",35,2014,33840,death_per_100k,103.4
MACON,NC,37113,41771,13261310,North Carolina,"Macon County, NC",35,2014,33840,pills_per_person,391.9
MACON,TN,47111,24659,11484280,Tennessee,"Macon County, TN",19,2014,22582,death_per_100k,84.1
